,e_class,prep_tweet
614,4,nameless mid s law school graduate find marginally attach awash sea overeducated underpaid indenture peer feel dupe promise well life debt modern chemistry
615,4,truly feel contribute blog world especially regard educate writer valuable
616,4,feel like clever ton thing time
617,4,know s right feel energetic awake patient happy m run daily feel little bad believe breast milk well baby formula
618,1,quickly trot add feel embarrassed ask hope enter kind conversation
619,1,hate get drunk day spend sleep feel groggy
620,5,love discussion class feel passionate feminist issue write feel fake
621,0,want welcome home end feel mommyhood threaten inability breastfeed baby
622,2,feel agitated result pleasant opposite calm peaceful
623,4,feel honored student come class
624,5,tell want attention especially feel horny want good sex hour
625,4,anxious feeling feel xox soon ll real thing need flawless
626,4,feel rich blessed joyful
627,0,horrible anxiety dream night week feel paranoid course read conspiracy theory unsolved crime online not hugely help matter
628,2,truly feel hate mad
629,0,remember feel uncertain young especially teenager
630,1,feel not far away feed melancholy long wither die
631,2,want enter defiance come different culture feel offend allow
632,2,feel rebellious eat
633,2,feel agitated restless edge
634,0,feel uncomfortable word awesome idea actually
635,4,m feel pleased tonight
636,5,feel like lead gentle kind
637,2,feel like actively hate single second borne
638,0,m feel indecisive scare
639,2,feel violent tug eye socket
640,4,feel carefree nowwwwww
641,0,believe display deep emotional yearning semblance normality peace appear dancing arab feel threaten fully armed soldier
642,1,leave feel discouraged hopeless
643,1,feel go messy fix road
644,2,feel frustrated easy day remember blessing research learn trial error hard win success patience far well garden long run
645,4,sick cold amp feel wonder able patience whitleys month photo shoot
646,2,tempt feel little bitter see
647,0,feel kind insecure anyways doha
648,0,grateful long feel frantic urge fix emotional upset
649,3,feel strange brew
650,1,feel strongly student punish badly fair compare completely unrelated group people
651,4,want job permanent feel like value
652,4,care someone emotional spiritual intellectual progress point feel like exert progress important love
653,4,actually feel comfortable speak japanese feel pretty happy current progress
654,5,learn different thing like family plan arrangement real pain feel love pass
655,1,feel date vain
656,4,like keep record life write form picture feel like important baby
657,1,feel unhappy miserable wretched glum gloomy forelorn heartbroken
658,2,feel horribly irritable little bit depressed
659,4,feel honoured series join wonderful talented lady celebration womanhood
660,4,feel confident team right hour ago
661,0,simply say sorry get car get house feel restless
662,0,ve feel bit paranoid like noticable m
663,4,feel fabulous bird weekend
664,0,bus stop hear squeak baachan trolley feel little paranoid
665,2,m feel rush like plan certain thing summer long
666,2,feel cold breeze
667,2,try breathe feel frustrated breathe calm desire
668,4,feel language warning pretty benign open suggestion improve
669,1,know thing head not prepare heartbreak feel heart break danielle military wife lose husband try protect country
670,4,suddenly feel lot smart talented night
671,4,actually feel like buy smell amazing
672,4,feel not bear motion quilt idea delight day ago
673,2,feel heartless feel bored believe love anymore
674,0,end shoeless make feel vulnerable slow
675,2,highly critical dennis covington book article admit merit discussion note closing chapter feeling god dangerous business
676,4,refer course not help feel ironically retrospect loudon son kate mcgarrigle talente rufu wainwright
677,1,feel lonely day birthday
678,4,feel like capture sweet look
679,0,envision intend m feel unsure get vision intention right
680,4,feel like need cute picture share
681,1,feel low
682,2,feel angry love god not
683,1,feel sorry rafael bosch
684,1,hope certain people attend important thing life come blogging feel miss blogge
685,4,feel comfortable stay house feel relentless m ask tired time bore money
686,4,guess m feel generous today decide offer fabulous deal popular print moment
687,1,begin feel unpleasant anime fandom general
688,5,feel tender disorient
689,4,feel carefree today carefree
690,1,feel miserable sick hope sleep get not choice zero energy cold meds vitamin lot fluid high hope feel well tomorrow
691,2,m feel cranky horrible
692,5,m comfortable relationship will not feel slutty person have single
693,1,feel troubled ongoing relocation door
694,4,ask make feel fabulous say m healthy family healthy live free country
695,4,wake feel incredibly content amp optimistic today wake terrible cold complete lack energy
696,0,m feel combination terrified relieve
697,2,feel wrong patient
698,4,feel gulam ali talented classical singer
699,4,guy want genuine guy treat right spend quality time feel special
700,5,think feel passionate favorite workout gear love see people love need t live hope share favorite comment
701,3,feel strange start sale
702,0,notice fabulous hide accord rest world feel keenly greatly distressed
703,0,feel shake guilty well mother shield offspring health problem
704,2,feel like greedy little traitor m look look cover hey little snotface
705,2,feel like rude ass hole hookah
706,5,feel beloved reciprocate
707,1,feel heartbroken bryan
708,1,feel like fake
709,4,feel differently believe leader perfectly truthful
710,5,not help feel longing outside feel rain skin sticky tree dropping foot
711,2,feel like fault couldn t control husband violent behavior believe exist
712,4,feel like important reveal lesson ve learn tough time one ve learn awesome time endeavor build audience honesty authenticity
713,2,feel disgusted need act cute like action gwiyomi
714,4,say feel incredibly thankful
715,4,feel inspire eager press sun shine
716,4,m hope walk thigh feel friendly today
717,0,feel nervous sure like position
718,0,old feel frightened spend time leave
719,5,feel accept poison chalice
720,1,m introvert mean energized preferably quiet place time crew galley lot people relatively small place talk leave feel drain need dark room whale noise
721,5,m feel generous ill story
722,4,find scent pretty generic actually feel like bath amp bodywork not invest time collection like create sweet paris decide throw predictable scent
723,4,like person feel carefree liberated time not recognize
724,1,feel numb right think feel angry not know not feel sad happy angry not know feel anymore
725,1,feel discontent life day
726,2,m start buy happen reason bit god plan b c feel god love s way torture woman like ve torture deal w fertility issue
727,2,feel truly impatient take long
728,2,want want feel come bitter angry
729,2,know feel like face irate customer
730,1,people life go way trip feel completely moronic worthy
731,4,m feel fine
732,1,prep sleepless night t help feel ashamed feel way
733,4,m feel pleased week
734,0,feel shaky bad hit area damage destruction complete
735,1,wouldn t throw ocean don t feel miss career don t win oscar
736,4,feel privileged narrate erik prince autobiography civilian warrior inside story blackwater unsung hero war terror release monday nov th
737,1,m feel dependency neediness needy not prior recently
738,4,feel hopeful look forward
739,3,feel mccarthy isn t place career consistently humanize character balance fact suppose funny
740,0,feel uncertain uneasy
741,4,feel comfortable
742,4,feel privileged have opportunity
743,0,feel nervous go america know expect transition like
744,0,start feel kind skeptical
